all,may_20_1stage,jun_20_1stage,jul_20_1stage,aug_20_1stage,sep_20_1stage,may_21_1stage,jun_21_1stage,jul_21_1stage,aug_21_1stage,sep_21_1stage,MET_may,MET_jun,MET_jul,MET_aug,MET_sep,MET_20,MET_21,MET_all,FA1_all,FA1_PH,PH_19_1stage,PH_20_1stage,CT_20_1stage,PC1,PC2,PC3
SM:46_S483_R1_001,75.468,79.611,58.422,55.203,10.137,40.628,16.268,35.113,36.414,6.701,54.8363495348,44.4094308814,43.5274821454,40.0164682475,9.0882257087,53.1256144623,26.2656426528,40.136451865,0.6858618899,0.8871632349,84.719,41.957,24.995,1.5324173,-0.8836571,-3.420395
SM:470_S388_R1_001,61.582,40.934,31.496,31.259,4.954,32.306,10.45,13.116,29.227,6.239,48.8806334682,31.1989421702,30.2583407658,32.2291162095,7.6091107398,35.473908797,19.2384583279,26.8050748727,-1.1060839514,-1.8069908273,67.951,29.231,23.743,-1.869966,-1.8921336,0.018444799
SM:475_S400_R1_001,42.901,65.993,47.512,38.315,11.75,43.556,13.14,27.651,31.67,9.382,49.7355939691,39.3396623728,38.6378000378,34.5839470546,9.7877274774,44.1045715282,24.6763501402,34.5861042602,-0.1911933937,0.0782081368,76.606,41.883,24.398,0.71571934,-0.6905896,0.6814368
SM:476_S318_R1_001,78.195,84.374,85.704,37.696,10.891,71.43,16.814,31.503,31.398,7.641,67.6962640718,46.0159394492,47.8741323717,34.3568972824,9.3876136002,54.9041115425,29.9671829485,43.2234694858,0.8635792046,0.5377251166,79.692,43.772,24.619,-2.0735934,-0.4768171,0.07731416
SM:477_S330_R1_001,62.205,74.82,56.554,43.601,12.141,49.861,15.696,34.162,37.685,5.687,55.9603770233,42.8089690976,42.7811287539,37.336436089,9.5533376772,49.7121055659,27.4022993954,39.1393979269,0.3050502655,-0.0607950367,73.761,43.658,24.991,2.7506304,-1.3864777,6.8413205
SM:478_S342_R1_001,97.904,113.903,82.396,82.321,5.895,79.126,20.403,38.456,38.977,21.497,74.268983563,55.4902257118,49.4653407205,47.3786644768,9.7393302205,68.1653524925,36.1795144717,54.306208366,2.777926207,-0.35860449,72.182,41.844,24.078,4.1719394,-2.2578921,7.370255
SM:479_S354_R1_001,81.561,74.569,59.447,67.765,17.135,70.771,20.618,33.788,26.306,10.791,68.0774500429,44.6609404148,43.2690504245,40.8294731697,11.4562221919,58.6155787867,30.8268192718,45.803213491,1.3335145928,-1.6858311166,66.224,32.833,23.579,2.8524396,-1.8073124,15.091143
SM:47_S494_R1_001,61.973,62.229,37.629,43.548,7.798,39.15,9.457,26.391,26.222,8.327,51.6255771975,36.8396544843,36.1431799346,34.6032744022,8.5711490277,43.2049331994,22.2073762036,32.6141733598,-0.3617165425,0.9805441631,85.113,42.56,24.236,1.446261,0.008974052,-3.8636386
SM:480_S366_R1_001,84.543,56.657,49.562,42.243,7.017,51.001,15.292,31.672,30.798,7.512,60.7591563776,37.5055132868,40.488310672,35.3765136589,8.2796742077,45.4647464864,26.488383098,36.5474412717,0.1795666884,-0.5237995514,73.325,38.476,24.259,3.9848197,-0.9232341,7.4008193
SM:481_S378_R1_001,52.61,67.904,58.727,58.874,11.511,56.453,25.98,39.982,43.816,16.024,56.706216835,44.8267724701,45.3533817315,42.804936585,10.3694016708,50.1961186008,33.8581785856,43.840195744,1.2689203241,0.7327309428,79.962,45.837,24.543,4.7205276,0.3164596,8.000939
SM:482_S389_R1_001,178.813,77.029,107.822,30.29,21.034,12.78,28.192,23.463,44.722,11.904,52.8021786867,48.5673956956,50.9274259665,36.6714509416,12.6795660487,66.9254348755,26.0723748295,46.0910965379,2.4747110221,-1.0825936868,72.898,32.121,23.957,2.8157609,-1.3360575,6.887256
SM:483_S401_R1_001,61.652,73.299,68.733,48.29,10.545,51.964,14.672,23.181,28.122,6.715,56.6569661038,41.9937713196,41.3560122265,36.2666385012,9.2063033197,50.9266741324,24.6214341155,37.8490686022,0.4014231418,1.0745873834,81.63,48.071,23.938,2.3527966,-0.921323,-0.9766755
SM:485_S319_R1_001,50.882,73.138,65.621,38.304,8.809,48.331,12.986,27.5,33.883,7.395,53.1437875228,41.3200391267,42.2735920041,35.1143416249,8.7779203544,46.8804486752,25.3205042226,36.3378574188,0.2193318311,-0.1324568016,75.962,40.078,23.649,3.3478918,1.0034702,-1.166166
SM:486_S331_R1_001,71.004,52.765,54.243,39.905,9.355,44.099,17.691,32.495,26.356,8.328,55.3631075871,37.2948236726,41.7385867725,33.7105151596,9.0185571117,44.7309089215,25.5826071541,35.5314821452,0.0338628669,0.5617106901,81.037,42.438,24.144,0.42511773,-1.8778986,-0.561394
SM:487_S343_R1_001,38.861,28.027,32.913,33.608,9.338,17.708,9.583,17.737,15.23,1.999,38.5809473785,27.0948946888,32.0780561054,29.4070084358,8.4077038234,33.6323115407,15.0609614206,23.0974297507,-1.3177966165,-0.7016935769,75.492,33.655,23.83,-7.3325434,8.4595375,-0.41984648
SM:488_S355_R1_001,37.469,42.266,29.865,31.049,5.485,18.445,9.163,15.742,16.125,3.301,38.5343335298,31.0021121769,30.6968375525,28.9556004864,7.4370015545,33.1460073506,15.0656101437,22.9425427236,-1.4914872322,0.0702203991,79.891,37.761,24.568,-6.4629025,2.2608273,1.3903618
SM:489_S367_R1_001,39.63,41.681,50.464,25.503,9.3,17.865,8.038,7.764,6.473,1.952,38.7244836725,30.3862809433,32.0697676619,25.1448909359,8.3841780853,36.6834655684,11.9218405073,22.341199224,-1.4921023448,-1.4046417271,67.841,34.373,24.311,-7.710275,6.169708,0.078998104
SM:48_S13_R1_001,51.889,53.048,52.831,43.287,13.244,45.446,16.053,26.642,24.371,10.896,52.1865955337,36.7640754832,39.3602926301,34.0898568415,10.3656386466,45.1107920791,24.6473430109,35.0376386138,-0.1530259927,0.4132164484,79.183,42.861,23.906,2.2491672,0.79454017,1.3246984
SM:490_S379_R1_001,34.26,49.657,54.066,30.233,8.964,24.802,4.398,15.938,20.328,2.32,40.4278305531,31.2928916426,35.7696142974,29.7348845676,8.3268445847,38.5352821105,15.5438579995,25.6929213402,-1.2243774473,-0.8747950689,72.778,34.849,23.78,-7.4785666,6.7582874,-0.7227695
SM:492_S390_R1_001,42.811,47.975,51.945,36.23,12.171,34.566,10.259,24.368,20.439,8.07,46.0647535316,33.069444153,38.362846084,31.3200283633,9.7916691997,41.4917419186,20.521302876,30.4759859298,-0.5515471362,-0.3248628465,77.367,36,24.088,-4.670208,6.663181,0.12062574
SM:493_S402_R1_001,77.764,80.239,40.976,29.658,11.954,27.92,10.417,19.707,20.966,9.809,51.6240938736,42.3803992764,34.42500467,30.2113326595,9.9013235873,48.5076096372,19.3784127251,33.1644689875,0.409712898,-0.3417249566,76.758,36.532,24.578,-10.2702,9.53355,2.6729863
SM:494_S320_R1_001,33.324,49.727,63.088,30.513,10.222,34.889,6.871,22.613,23.847,2.01,44.3155726856,32.2309826054,40.0679886085,30.6935843044,8.6422954448,40.2320066462,19.0521899111,28.8148688221,-0.8836661526,-0.7990364645,73.344,35.072,24.562,-9.410333,7.4534006,2.0162408
SM:495_S332_R1_001,65.03,68.843,52.522,29.554,6.447,36.657,9.723,17.645,32.654,2.964,51.2429146817,38.8443399516,36.1366923382,32.592128325,7.6943531528,43.4007635764,20.411337294,31.3415451014,-0.6180936514,0.2459999291,78.441,41.716,24.337,-11.368951,7.3167553,0.7959126
SM:496_S344_R1_001,49.13,48.331,44.915,36.509,6.313,34.176,9.932,24.809,30.288,6.651,47.2610259168,33.181364544,37.1253642212,33.795192621,8.0341175521,38.626584901,21.5613544903,29.8819568083,-0.7552907224,-0.0865206903,76.31,40.216,24.752,-9.941727,8.745719,2.7045493
SM:498_S356_R1_001,75.608,90.578,45.93,66.359,18.801,64.931,22.083,34.957,63.361,8.982,64.4578469218,49.6517308879,40.8822970881,49.1331759129,11.7176516353,59.5022354116,34.8696393836,48.9679628281,1.6049084586,0.9278027717,80.303,47.877,24.018,-12.633381,1.3796,0.0931884
SM:499_S46_R1_001,61.462,62.814,49.172,46.998,7.093,49.386,12.941,31.857,33.004,4.409,55.616305431,38.3619090983,40.4704570317,37.1137337385,8.0104514468,44.9204792583,25.5913507953,35.7268066857,-0.0482828306,0.1848784524,78.493,40.911,23.787,-5.160221,-5.0098596,7.83884
SM:4_S444_R1_001,70.608,63.712,42.823,43.748,14.087,46.991,18.796,30.175,32.201,9.458,56.4175569572,40.8783814301,38.5526828931,36.0745531522,10.4378579712,48.0214313425,26.7877884698,37.9266954736,0.2415743051,-0.263514351,75.279,39.288,24.328,-8.086355,4.9093876,0.7646638
SM:502_S380_R1_001,50.753,66.823,51.863,40.593,12.278,48.606,15.493,29.903,29.964,12.823,53.244268137,40.4604749317,40.3030816346,34.7408531116,10.2470864016,46.2235526943,26.5813201147,36.8916338055,0.0957376601,0.157412388,77.53,41.747,24.337,2.9130962,1.4737571,-0.38485286
SM:503_S391_R1_001,63.945,72.262,57.064,45.034,11.338,36.889,10.308,21.757,21.606,5.811,51.1215492877,40.009783518,38.4647806502,33.8609219223,9.3363144715,49.4044217075,20.2428035965,34.139864702,-0.2458134913,0.0988994043,78.026,40.419,24.236,0.727656,-1.2598478,1.8042372
SM:504_S403_R1_001,59.665,56.765,44.145,32.369,8.427,33.113,11.586,29.167,25.023,10.022,48.7758340825,36.1024693301,38.4751079081,31.4455632336,8.9169029227,41.2430194466,22.2840641723,31.6223952897,-0.4185373938,0.2868783896,79.652,40.735,24.339,-8.251395,-1.2183433,-0.5523708
SM:505_S321_R1_001,60.769,69.028,58.629,25.191,6.006,45.172,14.979,34.759,30.66,8.069,53.804785008,40.9138782171,43.4379667618,30.9995856401,8.0515959594,42.7447451022,26.1247658531,34.9032911037,-0.056192113,-0.7828667052,71.652,37.318,24.443,-8.70231,-11.897476,-3.033151
SM:506_S333_R1_001,51.73,56.444,31.324,36.954,8.083,37.899,13.401,21.731,19.991,6.655,49.1141199312,36.7032979422,33.1462069149,31.4132968007,8.4937991039,39.4114057784,20.9114288502,29.8982158171,-0.5523107641,-0.664623144,73.178,36.932,23.44,-7.601369,-11.0148735,-0.47377682
SM:507_S345_R1_001,70.328,51.921,34.91,31.733,8.276,39.86,14.233,21.962,27.326,6.661,53.5435982693,35.739322982,34.0119489304,31.8549842227,8.5545110712,40.2373706406,22.3666877811,31.1976326526,-0.6149614068,0.5909559124,81.31,42.455,24.463,-2.4901857,-6.71372,-2.1860352
SM:508_S357_R1_001,37.168,35.842,26.281,14.255,3.773,22.336,5.062,9.339,9.717,1.76,40.1029874817,27.6300927393,27.7264052737,23.1142840458,6.8134322709,27.9218186728,12.7367481978,18.7419337047,-2.0959683322,-2.9885359852,54.295,31.372,24.244,-1.1215208,-8.687345,-1.6128764
SM:509_S369_R1_001,56.043,47.265,40.437,29.746,7.174,33.728,9.147,19.307,21.79,5.316,48.2991339981,32.4420255835,34.170413335,29.9828332523,8.1079828781,37.7794229674,19.0681959565,27.7703371737,-0.9632402271,-0.5305403233,75.932,35.218,23.736,-0.917169,-2.9982994,0.091894105
SM:50_S22_R1_001,69.894,84.808,46.425,42.521,20.999,52.659,20.233,27.386,29.085,7.968,58.6015206223,47.527628626,38.3096237544,34.9289505811,12.2972897487,55.3733050256,26.8329562572,41.3453852377,1.2444208475,0.0076687775,77.394,40.055,24.186,-1.3803177,-8.348077,-6.372223
SM:510_S381_R1_001,68.154,54.9,42.782,40.452,8.219,47.035,14.613,26.768,35.428,8.022,55.9781695387,36.7491862596,37.3580826265,36.022686709,8.6699038966,42.9450881267,25.6151534302,34.7203414266,-0.180533233,0.4254320817,80.432,41.506,24.191,-2.3565087,-5.351256,0.1983077
SM:511_S392_R1_001,52.212,56.898,47.821,51.466,11.107,36.17,11.625,31.495,30.422,9.028,48.5443127953,36.1621028815,40.0688035669,36.1961299974,9.581593587,44.1020747395,23.6931026032,34.0032594581,0.4148106458,-0.8977920772,73.389,33.805,24.327,-4.5414405,-10.261496,-1.3663455
SM:512_S404_R1_001,48.061,42.043,26.253,29.391,10.623,32.674,12.21,21.302,23.11,6.901,46.3495644046,32.1351568069,32.0018928279,30.2316152416,9.2428617543,35.9953009552,20.2627295761,27.7045473375,-0.9450077339,-0.5389360471,73.376,38.235,24.126,3.4649725,-0.1645197,-3.0866022
SM:513_S322_R1_001,39.771,28.427,40.77,28.704,12.58,28.977,10.314,23.753,23.243,16.677,43.2069096062,27.461613735,35.8341132823,30.0565117958,10.5253933033,35.4607383707,20.8973945733,27.7534761318,-0.8752690051,-2.0526412082,63.555,31.641,24.545,-5.434299,4.3281407,-0.9743531
SM:514_S334_R1_001,59.698,46.706,43.473,33.359,11.678,23.002,5.702,4.953,12.419,9.165,44.7438253374,30.9867692558,29.7310652612,28.7078338029,9.7537136973,41.2360185806,13.7788972519,25.7934094732,-1.3360750282,-1.1014125722,71.9,32.332,23.633,1.8106753,-1.085048,-3.1773777
SM:515_S346_R1_001,52.202,128.094,95.174,52.927,13.016,171.982,26.772,44.092,30.727,18.479,79.2613436436,52.9127238751,53.5864323908,37.4115725908,11.0235636443,61.2473929454,42.5826159777,55.7736440386,3.8297483092,0.1156987074,75.62,43.552,25.367,4.2291102,4.271637,-1.1023068
SM:518_S358_R1_001,84.572,77.638,61.853,67.19,21.5,57.476,17.663,52.928,39.163,12.515,63.3792776495,44.4521925339,50.634012322,43.8632158367,12.8804090093,61.7751821117,33.396116146,48.9740660813,1.8216789264,-0.6131962644,69.883,41.586,24.284,2.6695359,4.811294,-0.5720117
SM:519_S370_R1_001,69.121,97.838,77.873,56.827,13.68,45.066,17.534,44.25,27.55,3.458,55.2051182423,49.8890862099,50.4592960632,38.4731530169,9.7671562803,60.068785751,27.0802165701,44.1244280922,1.504095748,-1.3832106058,65.504,37.219,25.784,1.8980453,2.4986274,0.18094465
SM:51_S26_R1_001,68.959,65.128,41.928,36.18,6.966,47.882,15.925,29.637,24.305,9.241,56.4517754948,40.1685143564,38.1922388664,32.2762425441,8.4479996001,43.2923231486,25.210249562,34.6583655782,-0.0489833476,0.9274334909,80.282,47.862,24.612,-0.5898538,-2.6687047,-3.0149877
SM:521_S382_R1_001,58.063,53.912,42.652,27.564,8.371,35.431,12.341,23.346,14.43,9.008,49.4157958109,35.6154301107,36.1233007848,28.3188959166,8.8123561388,39.6134173002,20.6405445899,29.6698257168,-0.5609746643,0.0302722315,74.29,43.78,23.737,-1.2649599,-0.692744,1.8593032
SM:522_S393_R1_001,78.782,82.21,50.913,49.989,11.696,41.223,22.836,38.278,41.642,8.34,55.7307763358,47.6801139835,43.5190174174,39.9501742873,9.6108220595,53.3142498286,29.095681572,42.1571012868,1.5306136475,-2.3595909114,61.24,30.573,24.559,-6.9608088,-6.9016013,2.484753
SM:524_S405_R1_001,73.63,70.499,37.598,34.01,12.29,55.39,13.727,27.488,33.288,6.984,60.3891672495,40.852629205,36.5318870291,33.8829703446,9.7190853634,46.3078101165,26.3963093068,36.7814319215,0.1976920805,-0.1495901902,73.264,43.154,24.372,-3.7384145,-1.0394412,0.049825955
SM:525_S323_R1_001,68.751,70.041,54.77,51.47,10.545,62.899,16.71,42.913,36.189,10.336,62.3952782182,41.8695540647,45.5555785527,39.0297435165,9.5476541329,49.9825100069,31.5983691215,42.1913044021,1.0391907826,0.2097299053,77.41,42.522,23.974,-2.173179,-3.2834346,0.17608123
SM:527_S335_R1_001,74.54,66.597,92.293,45.356,13.975,53.994,11.775,21.708,29.157,9.203,59.7637185133,38.7241881017,45.6461032821,35.758120484,10.3907233989,55.8932255983,24.6472823819,39.8454469579,1.3066579257,-1.1081012443,69.981,35.343,24.026,3.8284483,3.7860215,1.228922
SM:528_S347_R1_001,46.221,52.961,43.028,34.298,10.776,38.106,11.011,24.308,24.22,8.314,48.1566436052,34.8109300061,36.5173913869,31.7702614893,9.4187550452,40.5716582388,21.7392323266,30.8909103742,-0.5183431195,0.4667284764,80.776,41.581,24.231,3.7441814,0.22638404,-2.4006584
SM:529_S359_R1_001,58.098,52.709,55.99,42.289,10.265,43.964,15.185,20.891,32.066,4.669,52.8000344215,36.3306035198,37.9728500729,35.6805471996,8.9334100633,44.464784294,23.2985801978,33.8132370414,-0.0715837518,0.0237059631,77.197,40.498,24.204,4.1121554,2.4791996,-1.6869036
SM:52_S30_R1_001,50.581,56.843,53.984,33.702,11.629,33.387,17.67,28.056,22.509,7.019,47.1506364168,38.4954069323,40.0955327678,31.2025770815,9.5342784389,43.3202820781,22.4944396523,32.7111245431,-0.290699918,0.0630531751,75.787,42.689,24.451,-9.140946,-9.318183,-1.7203571
SM:530_S371_R1_001,57.563,55.907,50.724,35.373,8.431,41.248,11.467,25.604,25.216,4.032,51.6258822807,35.8307403564,38.5574461653,32.2766516548,8.3483604561,42.2169973342,21.9601780723,31.8528378056,-0.2679871592,-0.6900787468,72.536,37.383,23.898,3.885371,1.22766,1.2616338
SM:532_S383_R1_001,84.825,66.665,51.15,37.84,12.467,50.607,15.832,31.353,27.822,8.022,60.6335845785,40.5564112392,40.697608888,33.5355292593,9.8680286715,49.2192725601,26.1722267392,38.027129128,0.4191194947,0.1769814313,77.88,41.549,24.811,-5.5269103,6.456413,1.3506132
SM:533_S394_R1_001,46.381,54.439,45.473,47.024,6.103,42.297,8.483,19.372,18.897,5.988,49.8229970612,34.2645622168,35.264303733,33.7657379674,7.8768684209,41.0448601182,20.0153738782,30.1067911662,-0.405218669,-0.4044117154,72.694,40.738,24.162,-3.43857,6.4279575,1.6440299
SM:535_S406_R1_001,81.325,72.648,49.311,50.643,10.905,49.315,18.518,25.281,25.941,4.847,59.4637811777,43.3113558758,38.1502257245,36.3561656894,9.1243148544,51.0753806343,24.71407271,38.0649142082,0.4517367319,0.7244031544,82.146,43.077,23.846,-3.6211731,8.688353,3.0563953
SM:536_S324_R1_001,59.791,60.779,56.68,38.304,9.692,39.193,9.77,26.001,27.247,5.326,51.2220631408,36.5642169756,39.9196824565,33.5088578048,8.8253901755,45.0848745574,21.8667082801,33.1458812588,-0.2343312591,-0.0039010184,74.234,43.774,24.634,2.641888,2.131236,-1.9038507
SM:537_S336_R1_001,36.105,65.597,33.479,41.04,11.687,30.798,8.747,28.335,22.74,6.843,43.3292320697,37.5517991104,36.0052784703,33.1326773949,9.5325045488,42.0582898338,20.4434017136,30.8237363545,-0.6437911654,-2.2985926011,63.194,28.951,23.486,2.4176276,-2.9280498,16.044933
SM:53_S34_R1_001,71.44,70.125,46.51,38.397,13.49,51.37,18.858,30.294,28.972,5.136,58.3660355004,42.7222617098,39.391634817,33.9573380495,9.8833885881,48.4524762087,26.3753601562,37.8174328972,0.2328545448,0.2142627478,75.11,45.369,24.207,-5.2496667,-12.757324,-1.9779648
SM:540_S348_R1_001,60.473,72.2,42.476,38.966,12.043,47.049,15.503,27.505,35.921,5.729,54.5027270308,42.0174182588,37.5555380436,35.7713867565,9.5316638291,46.5671293396,25.6109781367,36.4140294712,0.0282025734,0.1375170834,74.551,45.123,24.193,-0.64669424,-2.4446826,1.1743222
SM:542_S360_R1_001,48.122,75.758,39.315,30.552,11.553,35.038,6.993,22.56,18.384,8.64,47.2577731023,39.7987440093,35.0946180068,29.3421875268,9.673535599,43.8065241623,19.4827957565,30.9279489168,-0.3498778613,-1.0052472368,69.086,37.778,23.548,-0.57856506,0.21343268,-1.0429093
SM:543_S372_R1_001,55.75,69.249,52.184,41.492,11.9,47.464,14.953,30.278,7.811,1.771,53.7453207431,40.9822657002,40.5385502595,30.7896089628,9.1079637107,47.1418280827,22.4026253309,34.582632906,0.1715964937,-1.7371862851,60.768,38.96,24.218,-2.7980015,-1.2017802,-2.6201696
SM:544_S384_R1_001,44.916,48.38,64.475,56.483,14.415,48.256,9.743,14.932,10.066,5.393,51.9415821891,32.9515239085,37.5415248846,33.9554278435,10.1710589752,47.8766344889,19.0933997563,32.6153840243,-0.2555747369,-2.6711971208,56.783,32.373,23.543,1.219675,-0.35265756,-1.7102888
SM:548_S395_R1_001,96.63,119.985,53.276,81.084,22.351,84.837,20.788,46.391,23.586,14.207,76.232041103,57.7470670564,46.5853975128,43.5881990153,13.3007474896,71.7012705703,35.3112881105,55.2548189502,2.9049536355,0.1202306164,71.211,48.989,23.842,-1.82658,-1.2911187,1.670536
SM:549_S407_R1_001,72.237,69.133,45.438,35.294,8.676,49.191,15.442,18.622,38.917,14.284,57.5789531277,41.1032114303,35.0822582233,35.566128818,9.3999728652,45.40190214,26.2264016716,36.2598353146,0.1643890859,0.9882594692,82.602,45.845,24.885,-2.6236796,5.4185724,1.7347119
SM:54_S4_R1_001,54.082,60.949,26.824,44.222,8.852,49.094,15.003,28.639,34.719,3.929,54.055690181,38.6163917704,34.7786359472,36.7795224659,8.4782134166,41.506106065,25.5708789776,34.0774797068,-0.2079834627,0.2040411199,79.157,40.338,24.291,-2.282216,-10.492239,-6.1628337
SM:550_S325_R1_001,98.129,88.139,NA,39.449,7.813,46.786,10.869,33.104,21.308,16.241,62.1561357182,44.7658597582,41.5158584618,32.6783253405,9.6125000148,54.6075503915,25.3828224215,40.2039657297,1.6894301108,-0.5363384726,72.554,39.255,24.483,3.0290146,0.86766034,-1.1138662
SM:551_S337_R1_001,61.969,80.928,69.412,47.112,8.149,48.799,14.005,25.482,27.28,3.867,55.4677830284,43.9127292459,42.3320973694,35.7576145987,8.2562870673,50.9577942726,23.8080364746,37.3512557127,0.455697945,0.1814848229,75.725,44.218,24.18,-4.7777486,-3.033311,-0.2198966
SM:552_S349_R1_001,71.894,64.714,62.527,40.333,11.428,50.979,15.898,33.791,41.482,7.666,58.2637116702,40.0315183321,43.8718250194,37.4285785628,9.5400430076,48.8967504687,28.3544216124,39.3129122342,0.5549353055,0.4741259673,78.808,44.079,23.639,3.5848186,0.87373364,-3.1971416
SM:553_S361_R1_001,60.058,61.365,35.512,28.492,6.496,40.699,15.897,25.177,25.244,6.146,51.8839281876,39.0860888967,35.2943007366,30.5337992992,8.0056747205,39.4055384914,23.0007831198,31.2651903325,-0.3815251119,-0.6655523621,74.384,35.442,24.231,-4.4894137,5.4689226,-0.6429082
SM:555_S373_R1_001,93.844,98.578,82.993,51.521,10.118,40.794,15.644,27.248,30.055,4.921,58.573544757,49.6540642679,45.851906,37.5754272103,8.9106578528,60.5839199049,23.7435076066,41.9499591258,1.0485385689,-1.0971011199,67.678,38.333,23.364,2.082465,0.9763256,-3.3404434
SM:557_S396_R1_001,116.653,88.991,48.592,76.872,17.914,73.165,25.867,39.649,50.833,14.325,75.7890975157,50.6898596431,43.7067262431,48.9235008418,11.9851812351,66.2000111637,36.8838768638,53.6437773731,2.5430195274,0.9557344392,85.676,41.635,24.345,-4.702373,6.2048388,0.21622306
SM:558_S408_R1_001,92.177,99.994,80.488,76.469,9.812,74.884,21.538,38.656,32.856,14.752,71.8034459608,52.2702894733,49.3266444347,44.6353473429,9.8888565122,65.3575136738,33.9450490064,51.243537429,2.2980066826,0.2840481445,78.281,42.376,23.263,3.3145912,-2.0006444,10.99998
SM:559_S326_R1_001,74.185,89.907,93.947,56.863,12.896,63.504,29.766,43.86,44.501,16.243,63.6581785817,52.5083576978,53.8838636755,42.3874385073,10.7685366252,60.652046538,36.3885284293,50.4766519121,2.131390968,1.3403131645,85.278,46.848,24.298,5.0208707,-1.7359899,-0.4549107
SM:55_S9_R1_001,56.089,63.158,46.746,29.405,11.123,28.271,12.747,13.74,17.474,3.676,46.1603287147,38.3863021749,33.5200138717,28.9020218766,9.0766162674,43.0567455381,17.1831547939,28.9620165171,-0.9407532231,0.5133878134,80.325,42.72,24.939,-2.0152228,-7.082593,-7.2217145
SM:561_S338_R1_001,77.148,64.235,76.39,53.689,11.409,58.312,18.619,32.48,35.311,13.283,62.2299594117,40.9546903397,46.2462560795,39.3762115096,10.0727984392,53.3088380889,29.8965402526,42.5458540404,1.0007502194,-0.1751651852,72.755,43.459,23.293,4.4698567,-1.2183307,3.810079
SM:564_S350_R1_001,75.68,54.865,50.368,29.883,7.701,46.095,10.871,18.547,29.593,11.63,57.0720927945,35.3146522549,35.9599126177,31.9126164591,8.8581771111,42.5655380489,23.1953772263,32.7847996024,-0.5172148408,-0.3781122534,74.194,39.207,24.613,2.2204819,3.5793736,-4.1701045
SM:565_S362_R1_001,56.189,70.73,55.076,33.862,9.404,43.521,12.717,26.206,23.127,5.126,52.2535640899,40.5449698364,39.6675919767,31.3802070827,8.7271497017,45.2621281845,22.5636439376,33.7101757046,-0.230907064,0.6930444183,81.77,43.135,23.868,-2.7323542,5.004863,-2.5931609
SM:56_S14_R1_001,64.118,70.631,22.124,42.269,12.638,41.19,20.492,16.119,35.098,11.389,52.8686736875,43.416138923,29.3769959571,36.3701632032,10.2196313743,45.0335760341,24.501862353,35.0049609685,-0.1434769418,-0.0688231817,75.838,41.012,24.868,-0.8422443,-6.947149,-6.284213
SM:570_S374_R1_001,44.614,65.507,43.57,40.531,8.024,41.286,14.018,62.678,27.41,8.665,49.1068838984,39.5440601702,47.2043345316,34.1212294754,8.6699809991,42.2751104495,28.1793141809,36.1007794828,-0.0221385213,0.8088706703,76.878,50.593,23.4,3.7829819,-0.37998483,1.1062065
SM:572_S385_R1_001,57.844,88.845,84.225,70.295,14.042,46.831,23.498,36.792,45.005,16.073,53.9168330765,49.8611816748,49.4329215086,46.0073516921,11.0922123709,60.4896008189,31.5440721316,47.199448066,1.5759568634,-0.2317991211,72.479,43.104,23.69,3.7625966,0.1496928,-1.0159065
SM:575_S397_R1_001,48.191,51.331,38.665,33.385,14.029,22.766,7.92,19.091,23.892,7.585,42.3381034292,33.1327175187,33.7145431653,31.4285720833,10.2783353475,41.4024400696,17.7467335905,28.5375539867,-1.0847121889,-0.5741598607,73.423,37.747,24.497,4.569571,-3.2807872,1.9905105
SM:576_S409_R1_001,66.48,70.869,46.944,41.882,12.039,46.565,15.685,31.119,35.012,14.465,55.4930288793,41.7279338817,39.301542481,36.3292802666,10.3761267029,48.0123912074,27.4697991945,38.3323276566,0.3704333776,1.1262142443,82.206,47.933,23.527,-2.7682066,2.3806164,1.4241366
SM:577_S327_R1_001,78.436,67.906,48.755,26.451,9.423,38.625,10.091,22.551,17.239,7.064,54.63801146,38.6872514596,37.0291330405,27.9538187946,8.908589406,45.0351731548,20.1885176696,31.9522950151,-0.2993992733,0.0233624715,75.066,43.1,23.284,2.0252259,-0.78099483,-2.2937527
SM:57_S19_R1_001,67.374,75.286,35.832,30.53,6.797,46.254,17.229,30.137,35.615,11.354,55.5303978568,43.5823307141,37.1284863328,33.5734501501,8.5864057944,42.9975188175,27.1393109341,35.8089822749,0.0594462426,0.6453450937,79.5,45.323,24.532,4.366854,1.8487605,-5.6754613
SM:581_S339_R1_001,71.635,47.192,25.763,47.585,13.418,40.133,13.837,23.253,26.507,7.849,53.9102622012,34.2360526277,32.5571456803,35.7085794506,10.1264663539,43.6890183293,22.6329462291,33.08954806,-0.3599968049,0.4578651868,77.291,45.728,23.439,3.0535626,2.2549217,-3.395871
SM:582_S351_R1_001,54.644,53.432,28.268,34.293,6.282,43.889,6.355,23.302,34.084,8.995,52.0639534872,33.2155822419,33.1339966474,34.1599115263,8.2628465411,37.5924485286,22.9394682587,30.3087240797,-0.5828163546,0.159635567,77.523,41.779,24.753,4.0182495,4.4617643,-2.517143
SM:584_S363_R1_001,71.078,168.39,88.004,122.491,23.445,184.351,51.195,69.538,NA,12.087,84.9866958003,70.8902036904,54.5610317084,54.6493923296,13.1984241891,82.1497476423,55.5978185571,75.8343488665,5.938369882,0.6529038854,78.822,46.277,24.872,2.9015195,3.2122078,-3.7096894
